"fips","region","division","netmig2010","netmig2011","netmig2012","netmig2013","netmig2014","netmig2015","netmig2016","netmig2017","netmig2018","netmig2019"
"48383","South","West South Central",-26,13,66,124,106,-2,-118,-72,-12,75
"48385","South","West South Central",10,127,-60,6,49,-52,105,46,67,-4
"48387","South","West South Central",3,-134,90,-189,-14,-23,-123,53,10,-59
"48389","South","West South Central",20,191,109,179,530,340,-448,-144,257,381
"48391","South","West South Central",-21,-38,-54,37,94,-29,-46,-88,-188,-66
"48393","South","West South Central",-6,-3,14,-18,-3,0,-2,19,-36,-45
"48395","South","West South Central",-35,79,-222,-69,40,210,101,298,39,-186
"48397","South","West South Central",446,1591,1187,1501,1902,2691,2744,2895,3314,3935
"48399","South","West South Central",20,5,-131,-95,135,132,-83,41,-94,106
"48401","South","West South Central",26,214,-60,-573,-181,-276,-146,1235,75,104
"48403","South","West South Central",32,-58,-142,11,83,102,10,122,200,12
"48405","South","West South Central",-12,34,8,-96,-136,-96,-4,43,-2,24
"48407","South","West South Central",63,331,169,-188,301,333,420,519,483,159
"48409","South","West South Central",-411,-279,493,526,184,-3,-193,-443,-834,-272
"48411","South","West South Central",18,-83,-68,-14,-114,58,-1,105,51,9
"48413","South","West South Central",33,-213,-59,-81,-42,30,-139,-72,-101,-81
"48415","South","West South Central",5,-167,193,53,23,136,-253,-479,-234,-130
"48417","South","West South Central",-2,-44,22,1,-34,7,-3,-44,-47,11
"48419","South","West South Central",-21,208,258,-198,-440,-284,74,-422,26,-75
"48421","South","West South Central",-7,-22,7,20,-5,-17,0,-34,30,-104
"48423","South","West South Central",393,1318,1040,650,1995,1688,1721,1021,1784,2212
"48425","South","West South Central",11,-76,110,10,4,63,58,176,182,118
"48427","South","West South Central",-49,-552,-642,-578,-430,-430,-486,-545,-635,-397
"48429","South","West South Central",-35,-39,77,-220,-38,56,14,-87,121,-50
"48431","South","West South Central",-4,34,26,36,102,-12,4,-62,12,-7
"48433","South","West South Central",11,-23,5,-27,-22,16,5,-22,-22,3
"48435","South","West South Central",-62,-99,-86,43,-38,-67,-53,-121,-62,15
"48437","South","West South Central",39,-143,3,-151,-205,-77,-69,38,-38,-29
"48439","South","West South Central",2751,14058,17616,14830,17160,22563,22397,17642,11279,7402
"48441","South","West South Central",171,138,481,-932,242,395,-601,-368,52,107
"48443","South","West South Central",19,-57,-34,-23,16,-42,-46,-7,-1,-31
"48445","South","West South Central",2,-72,-97,11,-12,-105,-37,-409,-155,-69
"48447","South","West South Central",-6,6,-19,-7,13,-40,-10,-23,-2,-5
"48449","South","West South Central",30,-204,-85,-245,-336,-105,-387,-61,-82,-204
"48451","South","West South Central",245,545,1011,810,1124,516,-522,-516,58,756
"48453","South","West South Central",3124,20087,23490,14383,18534,16320,15383,11343,9745,18260
"48455","South","West South Central",39,6,-209,190,-93,305,114,238,110,57
"48457","South","West South Central",0,-54,-116,46,36,-39,112,148,190,145
"48459","South","West South Central",33,298,172,-244,488,44,439,340,116,562
"48461","South","West South Central",-6,-56,-34,98,74,153,4,-81,-30,-4
"48463","South","West South Central",18,-46,13,13,-7,-275,-19,-178,-402,-171
"48465","South","West South Central",11,-551,-565,-460,-758,-521,-546,-350,-359,-344
"48467","South","West South Central",74,8,-206,203,481,733,945,816,821,649
"48469","South","West South Central",-82,138,1057,429,445,549,-231,-807,-499,-131
"48471","South","West South Central",285,47,137,639,528,600,897,871,264,-168
"48473","South","West South Central",127,301,-63,771,1021,1495,1102,1335,1457,1384
"48475","South","West South Central",-60,43,99,295,276,3,-120,-226,227,186
"48477","South","West South Central",21,194,-34,235,169,412,-126,104,617,407
"48479","South","West South Central",63,242,521,-419,-1203,-1688,-1524,-2323,-1916,-1831
"48481","South","West South Central",15,-153,-290,-109,-186,178,56,90,-457,-85
"48483","South","West South Central",-7,44,139,116,-42,-37,-161,-220,-138,-93
"48485","South","West South Central",-48,-1465,432,51,-2,-2134,-48,226,-26,205
"48487","South","West South Central",-34,-75,-212,-73,-206,54,-199,-170,75,-18
"48489","South","West South Central",22,-245,-113,-350,-202,-207,-240,-318,-149,-163
"48491","South","West South Central",2489,11510,9550,10160,13522,15084,16575,14814,16635,20312
"48493","South","West South Central",148,513,475,734,756,899,851,878,872,757
"48495","South","West South Central",-36,29,165,196,113,142,-169,-353,106,152
"48497","South","West South Central",-66,518,262,324,417,882,1427,1281,2272,1544
"48499","South","West South Central",88,250,480,192,597,551,834,739,1111,625
"48501","South","West South Central",-47,53,20,70,75,136,-101,-180,-79,24
"48503","South","West South Central",5,-145,-57,72,-14,-81,-33,-83,85,61
"48505","South","West South Central",-11,-96,-145,-89,-212,-102,-220,-313,-238,-75
"48507","South","West South Central",24,14,35,60,-58,-29,-261,-210,-35,-177
"49001","West","Mountain",-10,-166,-131,-96,-65,-119,79,-102,144,33
"49003","West","Mountain",34,-512,-584,47,68,33,635,585,526,706
"49005","West","Mountain",173,-607,-750,-740,-993,-13,764,325,550,254
"49007","West","Mountain",2,-206,-226,-421,-311,-289,-89,-183,59,182
"49009","West","Mountain",5,79,-74,38,-13,-18,-26,-53,-40,-30
"49011","West","Mountain",217,-327,-143,2090,2327,1744,2376,1936,804,710
"49013","West","Mountain",-60,-197,20,645,-77,249,-744,-571,-155,-230
"49015","West","Mountain",-11,-120,-144,-251,-151,-343,-195,-200,-25,-8
"49017","West","Mountain",15,-52,-100,-53,-31,-60,-15,51,-19,37
"49019","West","Mountain",60,-76,25,-19,46,29,29,-49,73,41
"49021","West","Mountain",-58,-256,-524,-676,4,498,1045,569,1420,1645
"49023","West","Mountain",-15,-64,-126,-131,40,43,327,144,212,259
"49025","West","Mountain",88,64,-145,-47,43,-126,248,206,146,197
"49027","West","Mountain",22,-72,-196,3,-116,-25,-49,72,70,103
"49029","West","Mountain",25,29,67,274,300,309,225,374,32,71
"49031","West","Mountain",3,-63,6,-9,-20,24,-25,-45,31,41
"49033","West","Mountain",-9,22,-74,-13,-6,13,-8,70,37,7
"49035","West","Mountain",129,2328,4746,3456,-874,1403,7005,5947,2156,1988
"49037","West","Mountain",30,-120,51,-244,-74,41,-44,-133,17,-108
"49039","West","Mountain",41,-173,-268,0,-44,172,390,495,397,251
"49041","West","Mountain",-29,-69,-332,0,-123,0,160,47,89,3
"49043","West","Mountain",104,572,132,296,435,229,603,559,248,-2
"49045","West","Mountain",109,-1,-52,203,155,606,1377,2265,1845,1598
"49047","West","Mountain",-269,367,913,516,672,392,-1946,-1378,-114,25
"49049","West","Mountain",541,583,-375,1682,-165,2527,8122,7001,5583,5214
"49051","West","Mountain",74,515,642,911,914,949,950,1181,874,713
"49053","West","Mountain",-17,1528,1753,1860,2943,2513,3799,5667,4867,5085
"49055","West","Mountain",-14,-45,-47,3,-15,-6,-16,24,-44,34
"49057","West","Mountain",238,-791,50,-544,42,644,2179,2423,2058,2348
"50001","Northeast","New England",-25,136,-39,15,5,18,-14,-3,-37,-52
"50003","Northeast","New England",-17,-142,-113,2,-271,71,-111,-79,-16,75
"50005","Northeast","New England",-34,-67,-59,53,-181,-175,-443,2,127,-238
"50007","Northeast","New England",70,709,127,240,1,944,-189,1033,298,-93
"50009","Northeast","New England",-3,2,-94,-12,-40,46,54,-6,56,-63
"50011","Northeast","New England",-14,235,-134,-75,143,81,-162,-146,196,-31
"50013","Northeast","New England",-6,15,5,9,-14,-99,57,65,118,114
"50015","Northeast","New England",21,130,161,77,-25,27,48,17,-106,22
"50017","Northeast","New England",3,27,-138,-67,21,9,22,54,-43,33
"50019","Northeast","New England",-7,-27,-14,34,-73,83,-201,138,90,213
"50021","Northeast","New England",-82,-229,-350,-155,-370,-332,-236,92,-181,-234
"50023","Northeast","New England",24,-62,-300,-201,-246,-337,-291,-77,-173,329
"50025","Northeast","New England",-29,-240,-184,-93,-223,-310,-7,-208,-118,-336
"50027","Northeast","New England",-26,75,-412,-48,-160,-44,-93,81,64,-38
"51001","South","South Atlantic",44,70,18,-231,33,12,-1,-171,-49,-156
"51003","South","South Atlantic",131,604,940,524,1078,1044,943,1071,443,789
"51005","South","South Atlantic",-13,8,-70,-27,-206,-127,28,-132,-77,-8
"51007","South","South Atlantic",22,-12,5,-68,50,70,37,187,76,89
"51009","South","South Atlantic",7,-211,481,-265,-170,-335,25,14,-134,1
"51011","South","South Atlantic",48,35,96,35,43,147,51,198,142,33
"51013","South","South Atlantic",941,4600,3172,1162,-1201,383,409,1221,-719,-1053
"51015","South","South Atlantic",-172,34,-115,287,108,454,552,463,534,252
"51017","South","South Atlantic",-5,-28,27,-37,-15,-51,-30,-102,13,-74
"51019","South","South Atlantic",107,411,187,462,835,626,481,528,701,308
"51021","South","South Atlantic",-6,19,-35,16,-56,-8,-25,-88,-18,17
"51023","South","South Atlantic",47,-140,187,-45,147,369,-58,172,165,202
"51025","South","South Atlantic",-3,-233,-64,-24,-78,57,-161,57,-153,-21
"51027","South","South Atlantic",-41,-200,77,-132,-393,-287,-441,-449,-125,-241
"51029","South","South Atlantic",-39,122,-149,35,-228,98,54,25,28,136
"51031","South","South Atlantic",87,-209,-69,218,191,40,-9,-49,-70,-152
"51033","South","South Atlantic",54,-122,108,188,288,9,99,277,258,-79
"51035","South","South Atlantic",18,107,-85,115,-57,231,23,174,65,236
"51036","South","South Atlantic",14,-17,-65,-25,-87,49,16,32,-2,4
"51037","South","South Atlantic",-2,-48,-77,-108,-73,-8,-31,1,-98,-21
"51041","South","South Atlantic",463,1338,2008,2219,2895,1424,2054,3340,3792,3289
"51043","South","South Atlantic",18,198,91,28,63,-58,78,194,97,129
"51045","South","South Atlantic",16,-5,-21,13,37,-26,2,-51,35,51
"51047","South","South Atlantic",79,284,230,510,423,79,557,700,372,618
"51049","South","South Atlantic",-4,-68,-182,9,-14,-119,-4,91,33,110
"51051","South","South Atlantic",10,-52,-41,-160,-122,-70,-112,-220,-117,-126
"51053","South","South Atlantic",19,-3,10,-179,-1,-24,251,177,120,-3
"51057","South","South Atlantic",15,11,-13,28,-84,21,17,-71,-72,66
"51059","South","South Atlantic",1739,6593,6494,1084,-6224,-6427,-6388,-4915,-9039,-9068
"51061","South","South Atlantic",98,375,244,375,746,105,154,537,976,465
"51063","South","South Atlantic",35,25,32,48,65,65,134,120,28,9
"51065","South","South Atlantic",36,96,-136,-109,83,118,32,247,350,296
"51067","South","South Atlantic",74,204,4,13,99,88,-22,254,29,80
"51069","South","South Atlantic",158,563,388,938,914,556,867,1507,1511,946
"51071","South","South Atlantic",3,-135,-86,18,-67,-30,126,-44,117,-27
"51073","South","South Atlantic",49,-59,-41,-77,211,-43,139,260,122,123
"51075","South","South Atlantic",33,-364,-83,308,292,331,334,241,568,566
"51077","South","South Atlantic",-27,-46,-139,51,807,95,-10,-105,32,0
"51079","South","South Atlantic",30,152,37,-7,176,54,64,207,13,50
"51081","South","South Atlantic",-21,-214,-256,-39,-104,327,-206,104,-110,-77
"51083","South","South Atlantic",-21,-57,-181,-229,-57,-26,-37,-303,-263,-121
"51085","South","South Atlantic",45,-124,435,683,635,1328,1183,1407,1215,829
"51087","South","South Atlantic",150,1730,3501,1614,1812,1236,280,629,422,805
"51089","South","South Atlantic",-34,-423,-296,-151,-276,-64,-103,-79,14,-147
"51091","South","South Atlantic",-8,-35,-14,-18,49,-22,16,9,3,-4
"51093","South","South Atlantic",22,-31,49,273,327,279,106,246,389,163
"51095","South","South Atlantic",297,576,1033,1212,1411,829,1225,1456,866,553
"51097","South","South Atlantic",22,32,32,41,60,15,-18,-33,71,15
"51099","South","South Atlantic",63,387,169,168,227,14,384,284,160,107
"51101","South","South Atlantic",40,-53,-80,75,19,91,85,229,164,167
"51103","South","South Atlantic",18,34,-33,-25,3,62,53,118,105,52
"51105","South","South Atlantic",10,-52,-75,-317,-267,-80,-415,-192,-130,-102
"51107","South","South Atlantic",1915,6824,7451,8133,8185,7772,7482,7694,4968,4605
"51109","South","South Atlantic",84,67,-47,384,249,245,617,576,865,799
"51111","South","South Atlantic",19,10,-279,-72,-3,-136,-2,47,-82,25
"51113","South","South Atlantic",-21,-141,16,-12,-26,44,57,148,26,13
"51115","South","South Atlantic",5,33,13,53,-44,86,11,18,131,104
"51117","South","South Atlantic",-8,16,-782,-269,-26,4,17,90,109,134
"51119","South","South Atlantic",29,-62,79,-22,-31,82,139,-49,171,-91
"51121","South","South Atlantic",70,-65,582,637,248,-66,616,-227,210,-136
"51125","South","South Atlantic",-8,83,-180,61,79,-18,125,58,67,81
"51127","South","South Atlantic",111,185,304,333,445,344,584,564,600,702
"51131","South","South Atlantic",10,22,-138,-111,72,99,0,-68,-66,18
"51133","South","South Atlantic",29,149,65,-42,38,50,45,168,-28,21
"51135","South","South Atlantic",3,85,-100,-94,-99,105,-57,-12,4,-114
"51137","South","South Atlantic",44,360,230,332,298,271,226,516,636,346
"51139","South","South Atlantic",-3,-39,-47,-65,93,-67,19,198,237,-13
"51141","South","South Atlantic",4,-15,82,55,48,-73,-39,12,56,33
"51143","South","South Atlantic",160,-224,-227,-155,25,-161,-125,-159,-153,-270
"51145","South","South Atlantic",18,-49,-4,101,169,-504,363,221,493,438
"51147","South","South Atlantic",-31,-999,821,-451,250,205,-120,-330,256,-77
"51149","South","South Atlantic",-157,867,277,53,-50,582,-479,-67,-115,295
"51153","South","South Atlantic",2818,7871,5369,3149,1151,2292,784,1923,-1326,-265
"51155","South","South Atlantic",-15,38,96,-54,-99,102,5,84,-3,112
"51157","South","South Atlantic",7,-37,-40,26,-80,64,-23,26,-35,44
"51159","South","South Atlantic",14,-40,-81,-100,-27,-29,16,183,117,87
"51161","South","South Atlantic",-17,566,81,691,143,244,296,649,490,469
"51163","South","South Atlantic",7,147,-11,-21,151,28,128,310,224,-51
"51165","South","South Atlantic",45,207,152,220,295,448,726,855,776,606
"51167","South","South Atlantic",1,-84,-196,-20,-185,-101,-333,-227,-145,-79
"51169","South","South Atlantic",-56,22,3,-42,-125,-104,-90,-55,-93,22
"51171","South","South Atlantic",55,175,251,-9,214,199,109,333,215,177
"51173","South","South Atlantic",4,-55,-49,40,-76,-64,-173,-245,-73,-149
"51175","South","South Atlantic",78,12,-122,-168,-91,-114,-48,-181,-53,2
"51177","South","South Atlantic",252,693,541,785,651,408,575,914,783,1743
"51179","South","South Atlantic",587,1202,97,1548,1862,1024,1680,2373,2086,2109
"51181","South","South Atlantic",7,-113,-76,-43,-7,-88,-90,-25,-42,-30
"51183","South","South Atlantic",-81,113,-130,-120,-18,2,-214,-7,-108,-39
"51185","South","South Atlantic",97,-149,-252,-56,-495,-372,-663,-730,-53,-249
"51187","South","South Atlantic",77,10,153,497,1390,-1574,334,139,548,96
"51191","South","South Atlantic",40,-38,367,-170,-32,-138,-7,247,113,-78
"51193","South","South Atlantic",9,172,-115,57,-80,185,121,126,130,239
"51195","South","South Atlantic",85,-79,-478,-173,-711,-164,-462,-364,-542,-349
"51197","South","South Atlantic",-2,28,164,61,-109,135,-54,19,-33,87
"51199","South","South Atlantic",-51,285,-151,-95,306,1001,-228,-87,-203,238
"51510","South","South Atlantic",289,1529,1094,237,-263,204,935,453,-2052,-1407
"51520","South","South Atlantic",-11,43,26,-245,-90,-34,-14,-63,-72,186
"51530","South","South Atlantic",-19,91,30,-103,-100,-1,-93,14,-9,-32
"51540","South","South Atlantic",-37,70,519,189,277,607,410,277,-299,-497
"51550","South","South Atlantic",869,604,1528,1161,1809,529,1209,1630,1167,1552
"51570","South","South Atlantic",-54,-11,133,90,-34,65,35,53,45,-205
"51580","South","South Atlantic",2,-15,-83,11,-47,-10,-1,19,49,-33
"51590","South","South Atlantic",-97,-107,236,56,-258,-147,-97,-375,-141,-389
"51595","South","South Atlantic",11,-58,-3,-81,-80,-80,-126,-21,-108,6
"51600","South","South Atlantic",18,-186,282,240,-43,-97,-44,-139,-127,-175
"51610","South","South Atlantic",131,187,339,197,-58,239,-210,551,93,30
"51620","South","South Atlantic",19,-97,31,64,-137,-21,-85,-31,-92,-167
"51630","South","South Atlantic",89,1172,1112,412,172,-442,107,-60,411,-363
"51640","South","South Atlantic",10,-145,16,79,-32,-22,-89,-42,-37,48
"51650","South","South Atlantic",-339,-1459,-201,-553,-219,-1902,-1394,-1104,-782,-194
"51660","South","South Atlantic",18,679,1117,-96,648,-108,595,-226,-454,-775
"51670","South","South Atlantic",5,-182,-264,-238,-99,113,303,-83,-61,2
"51678","South","South Atlantic",1,-45,61,150,15,64,31,57,94,91
"51680","South","South Atlantic",6,869,465,439,1,829,298,535,414,453
"51683","South","South Atlantic",274,478,690,320,-425,-246,-713,-561,-608,-503
